metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Albany-Schenectady-Troy, NY",NY,Northeast,restaurant,Restaurant / Food Service,51.15212063083325,87,High,Momentum Market,Healthy metro fundamentals with improving labor-market momentum.,0.624882689329605,0.2470110792586968,51.716921488052584,68.0,"Momentum Market: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.19999999999999973,913485,86637,3.3
"Allentown-Bethlehem-Easton, PA-NJ",PA,Northeast,restaurant,Restaurant / Food Service,7.009384534070137,339,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.16185127934079943,27.670686704265872,80.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,-0.10000000000000009,886418,83974,3.9
"Baton Rouge, LA",LA,South,restaurant,Restaurant / Food Service,47.49832832605846,101,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5924396712660024,0.20091837791460998,48.99461279851584,56.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Category demand footprint,0.49999999999999956,882652,69293,4.1
"Worcester, MA",MA,Northeast,restaurant,Restaurant / Food Service,9.254379580544454,300,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.1562246774416675,24.27089999280582,56.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.49999999999999956,881248,96602,4.1
"El Paso, TX",TX,South,restaurant,Restaurant / Food Service,9.452688478616539,296,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.3150896159538846,22.72078504331523,79.99999999999997,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,-0.09999999999999964,877840,59834,4.2
"Columbia, SC",SC,South,restaurant,Restaurant / Food Service,14.182464554289787,217,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.22327195434428965,19.58296838332983,32.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,1.1,871176,70788,4.0
"Charleston-North Charleston, SC",SC,South,restaurant,Restaurant / Food Service,52.62510570330268,79,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5981092436974789,0.358581954815972,40.36169106429937,36.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,1.0,869940,90307,3.5
"Cape Coral-Fort Myers, FL",FL,South,restaurant,Restaurant / Food Service,13.060550051425585,237,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.09025198938992043,0.2247636931377051,26.18039105434437,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category location density,0.20000000000000018,860959,83602,3.5
"Lakeland-Winter Haven, FL",FL,South,restaurant,Restaurant / Food Service,2.6735687944563726,385,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.08911895981521242,20.584228057296446,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Business density,0.5,852878,66779,4.2
"Boise City, ID",ID,West,restaurant,Restaurant / Food Service,59.25539274866852,55,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.1968969300061226,57.98728484571181,55.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is category demand footprint.",Low unemployment,Recent labor momentum,Economic diversity,Category demand footprint,Payroll efficiency,0.5,844979,88695,3.5
"Oxnard-Thousand Oaks-Ventura, CA",CA,West,restaurant,Restaurant / Food Service,40.14770553296813,115,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.46310924369747675,0.2576686158048255,42.61658547885979,60.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category location density,0.39999999999999947,835427,114238,4.6
"Dayton-Kettering-Beavercreek, OH",OH,Midwest,restaurant,Restaurant / Food Service,12.636163083510185,240,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.09025198938992043,0.2106174608738585,23.248509861113032,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.5999999999999996,821740,72711,4.3
"Stockton-Lodi, CA",CA,West,restaurant,Restaurant / Food Service,4.363730507398986,378,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.14545768357996622,19.81175233050847,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is category location density.",Low unemployment,Recent labor momentum,Economic diversity,Category location density,Business density,0.5,816108,93038,6.5
"Greensboro-High Point, NC",NC,South,restaurant,Restaurant / Food Service,12.423377577133818,244,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.08576777557544676,0.21398777622841814,27.612781990468022,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.10000000000000009,800722,66072,4.0
"Colorado Springs, CO",CO,West,restaurant,Restaurant / Food Service,40.1205936259457,116,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.4575920023181686,0.26963844878912996,37.019487094351035,40.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Category location density,0.8999999999999999,777635,90760,4.3
"Little Rock-North Little Rock-Conway, AR",AR,South,restaurant,Restaurant / Food Service,43.96876785229997,109,High,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.5381092436974789,0.21003735978254812,48.02844092346101,63.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.30000000000000027,770959,68344,3.2
"Provo-Orem-Lehi, UT",UT,West,restaurant,Restaurant / Food Service,56.18826154392488,65,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.7621212121212121,0.0946592231813344,61.333468748249736,52.000000000000014,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category location density.",Low unemployment,Economic diversity,Recent labor momentum,Category location density,Category demand footprint,0.5999999999999996,760154,101014,3.3
"Des Moines-West Des Moines, IA",IA,Midwest,restaurant,Restaurant / Food Service,69.46975165917463,26,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9142857142857143,0.18232505530582163,68.72120209035988,64.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.2999999999999998,753913,85446,3.0
"Deltona-Daytona Beach-Ormond Beach, FL",FL,South,restaurant,Restaurant / Food Service,10.067687988146593,284,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.33558959960488643,17.433475984946902,55.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Affluent demand,0.5,739516,73701,3.9
"Kiryas Joel-Poughkeepsie-Newburgh, NY",NY,Northeast,restaurant,Restaurant / Food Service,10.196867163808825,281,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.03076923076923077,0.26810070033208905,22.858334649899014,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.20000000000000018,711730,95125,3.5
"Madison, WI",WI,Midwest,restaurant,Restaurant / Food Service,70.80829974233814,18,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.9142857142857143,0.22694332474460463,67.4252097198568,68.0,"White-Space Opportunity: strongest signals are low unemployment and economic diversity, while the main watchout is category demand footprint.",Low unemployment,Economic diversity,Recent labor momentum,Category demand footprint,Payroll efficiency,0.19999999999999973,707606,89714,2.4
